极恶都市,夏日入侵企画,https://music.163.com/#/song?id=570340213,570340213
想去海边,夏日入侵企画,https://music.163.com/#/song?id=1413863166,1413863166
爱人错过,告五人,https://music.163.com/#/song?id=1368754688,1368754688
杀死那个石家庄人,万能青年旅店,https://music.163.com/#/song?id=386844,386844
光辉岁月,Beyond,https://music.163.com/#/song?id=346576,346576
这是我一生中最勇敢的瞬间,棱镜,https://music.163.com/#/song?id=1366216050,1366216050
Girl,Alexander 23,https://music.163.com/#/song?id=1399054231,1399054231
Counting Stars,OneRepublic,https://music.163.com/#/song?id=26060065,26060065
Last Dance,伍佰 & China Blue,https://music.163.com/#/song?id=157276,157276
带我去找夜生活,告五人,https://music.163.com/#/song?id=1410647903,1410647903
