删了吧,烟(许佳豪),https://music.163.com/#/song?id=1891469546,1891469546
漠河舞厅·2022,柳爽,https://music.163.com/#/song?id=1894094482,1894094482
浪漫主义,姜云升,https://music.163.com/#/song?id=1887917182,1887917182
指纹,杜宣达,https://music.163.com/#/song?id=1887139866,1887139866
路过人间,郁可唯,https://music.163.com/#/song?id=1888915574,1888915574
一分一寸,不是花火呀,https://music.163.com/#/song?id=1804614734,1804614734
没你也能活下去,Jony J,https://music.163.com/#/song?id=1886371885,1886371885
南半球与北海道,范倪Liu,https://music.163.com/#/song?id=1888215863,1888215863
山脚,Jony J,https://music.163.com/#/song?id=1886366521,1886366521
Boring Day,Stake,https://music.163.com/#/song?id=1888622459,1888622459
Enemy (from the series Arcane League of Legends),Imagine Dragons,https://music.163.com/#/song?id=1890494798,1890494798
水中花,郁可唯,https://music.163.com/#/song?id=1890714308,1890714308
Bite Me,Avril Lavigne,https://music.163.com/#/song?id=1893975439,1893975439
Easy On Me,Adele,https://music.163.com/#/song?id=1892804272,1892804272
靠近,赖仔Morris,https://music.163.com/#/song?id=1893736474,1893736474
小雨天气,yihuik苡慧,https://music.163.com/#/song?id=1889702364,1889702364
哭泣站台,王小帅,https://music.163.com/#/song?id=1892583113,1892583113
Oz.,yama,https://music.163.com/#/song?id=1884490658,1884490658
光亮,周深,https://music.163.com/#/song?id=1892532629,1892532629
太,陈麒名,https://music.163.com/#/song?id=1888666709,1888666709
暴雨,TOYOKI,https://music.163.com/#/song?id=1895385833,1895385833
一起向未来,易烊千玺,https://music.163.com/#/song?id=1894606139,1894606139
无人知晓的我,嘉滢,https://music.163.com/#/song?id=1882639178,1882639178
姐姐我可以（热拉表情包推广主题曲）,银河系长,https://music.163.com/#/song?id=1894550679,1894550679
如果说 (Live),薛之谦,https://music.163.com/#/song?id=1891169712,1891169712
落地窗,老番茄,https://music.163.com/#/song?id=1894639036,1894639036
情人,李荣浩,https://music.163.com/#/song?id=1890906933,1890906933
All Too Well (10 Minute Version) (Taylor's Version) (Live Acoustic),Taylor Swift,https://music.163.com/#/song?id=1895283808,1895283808
时间轴,余佳运,https://music.163.com/#/song?id=1892300139,1892300139
相交线,徐秉龙,https://music.163.com/#/song?id=1892930165,1892930165
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,https://music.163.com/#/song?id=1891456146,1891456146
专一,au-is,https://music.163.com/#/song?id=1890983702,1890983702
不会大声说话,刘思鉴,https://music.163.com/#/song?id=1892972698,1892972698
裂隙,陈壹千,https://music.163.com/#/song?id=1894290492,1894290492
耳朵,Gifty,https://music.163.com/#/song?id=1894092484,1894092484
笨女人（The lostgirl）,盛宇DamnShine,https://music.163.com/#/song?id=1894628567,1894628567
Smokin Out The Window,Bruno Mars,https://music.163.com/#/song?id=1892566720,1892566720
心动,kKzk赵珂,https://music.163.com/#/song?id=1892591022,1892591022
无数次被你解救的生活,帆布小镇（Canvas Townlet）,https://music.163.com/#/song?id=1894416088,1894416088
你值得更好的,张杰,https://music.163.com/#/song?id=1867936253,1867936253
