一分一寸,不是花火呀,https://music.163.com/#/song?id=1804614734,1804614734
暴雨,TOYOKI,https://music.163.com/#/song?id=1895385833,1895385833
Easy On Me,Adele,https://music.163.com/#/song?id=1892804272,1892804272
哭泣站台,王小帅,https://music.163.com/#/song?id=1892583113,1892583113
All Too Well (10 Minute Version) (Taylor's Version) (Live Acoustic),Taylor Swift,https://music.163.com/#/song?id=1895283808,1895283808
漠河舞厅·2022,柳爽,https://music.163.com/#/song?id=1894094482,1894094482
靠近,赖仔Morris,https://music.163.com/#/song?id=1893736474,1893736474
无数次被你解救的生活,帆布小镇（Canvas Townlet）,https://music.163.com/#/song?id=1894416088,1894416088
山脚,Jony J,https://music.163.com/#/song?id=1886366521,1886366521
B级鲨鱼,裘德,https://music.163.com/#/song?id=1895049924,1895049924
空座位,范倪Liu,https://music.163.com/#/song?id=1895130988,1895130988
宣言,赵磊,https://music.163.com/#/song?id=1895040146,1895040146
圆场,刘玉蕾,https://music.163.com/#/song?id=1868970172,1868970172
写给你的歌,高宇Slient,https://music.163.com/#/song?id=1888465503,1888465503
称职,刘可以,https://music.163.com/#/song?id=1888903341,1888903341
一起向未来,易烊千玺,https://music.163.com/#/song?id=1894606139,1894606139
纵容,Capper,https://music.163.com/#/song?id=1819970423,1819970423
不计前嫌,林峯,https://music.163.com/#/song?id=1894645957,1894645957
蝶心雪,某某惠,https://music.163.com/#/song?id=1890479656,1890479656
从未拥有,樊音,https://music.163.com/#/song?id=1890026027,1890026027
Christmas Got Colder,Anson Seabra,https://music.163.com/#/song?id=1895291255,1895291255
信号失灵,井迪,https://music.163.com/#/song?id=1893320242,1893320242
Shivers,Ed Sheeran,https://music.163.com/#/song?id=1885131100,1885131100
安静的稻草人,吴大文,https://music.163.com/#/song?id=1890219033,1890219033
晴空,耳朵玥,https://music.163.com/#/song?id=1895082393,1895082393
Princess,XMASwu,https://music.163.com/#/song?id=1869248652,1869248652
Gingerbread House,Anson Seabra,https://music.163.com/#/song?id=1895291257,1895291257
心动的旅行,一泽万Easyone,https://music.163.com/#/song?id=1872131792,1872131792
凌晨的雨,喻言家,https://music.163.com/#/song?id=1878000707,1878000707
心动,kKzk赵珂,https://music.163.com/#/song?id=1892591022,1892591022
流浪心事,邹念慈,https://music.163.com/#/song?id=1895050558,1895050558
填海,马良,https://music.163.com/#/song?id=1893350762,1893350762
SOMEBODY,keshi,https://music.163.com/#/song?id=1888811503,1888811503
低温，救命！,曾涵江Cup,https://music.163.com/#/song?id=1894884188,1894884188
夏末自习室,SeanT肖恩恩,https://music.163.com/#/song?id=1882427042,1882427042
Enemy (from the series Arcane League of Legends),Imagine Dragons,https://music.163.com/#/song?id=1890494798,1890494798
垃圾桶,袁一琦,https://music.163.com/#/song?id=1893875995,1893875995
us - From THE FIRST TAKE,milet,https://music.163.com/#/song?id=1891432076,1891432076
给我一杯忘记过去的酒,张萌,https://music.163.com/#/song?id=1894944020,1894944020
IN MY WAY,LilKok1,https://music.163.com/#/song?id=1893658492,1893658492
月照山河,戴荃,https://music.163.com/#/song?id=1895106329,1895106329
我们的爱 (Live),黄霄雲,https://music.163.com/#/song?id=1440876675,1440876675
苦尽甘来,拾贰,https://music.163.com/#/song?id=1872712782,1872712782
就是爱你,yihuik苡慧,https://music.163.com/#/song?id=1878315329,1878315329
水中花,郁可唯,https://music.163.com/#/song?id=1890714308,1890714308
